ID,NAME,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR
376116,Umesh Yadav,41,47,21,283,30,11,643,44,0,0,75,24,14,79,18*,8,134,59,0,0,7,1,0,2,2,2,4,50,0,0,81,96,42,808,128*,15,1269,64,1,1,136,42,22,170,26,9,150,113,0,0,41,80,6659,3983,119,33,4,56,75,73,3558,3565,106,34,6,34,7,7,150,219,9,44246,44246,24,9,17,0,136,134,2817,3837,140,44334,44334,27,8,20
31760,Bapu Nadkarni,41,67,12,1414,122*,26,,,1,7,,,,,,,,,,,,,,,,,,,,,191,266,46,8880,283*,40,,,14,46,,,,,,,,,,,41,65,9165,2559,88,29,2,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36084,Yuvraj Singh,40,62,6,1900,169,34,3277,58,3,11,304,278,40,8701,150,37,9924,88,14,52,58,51,9,1177,77*,28,863,136,0,8,139,221,18,8965,260,44,,,26,36,227,212,27,4759,83,26,3697,129,0,26,40,35,931,547,9,61,4,103,304,161,5048,4294,111,39,5,45,58,31,424,499,28,44272,44272,18,7,15,0,227,130,1597,1989,80,44315,44315,25,7,20
481896,Mohammed Shami,40,56,17,433,51*,11,582,74,0,1,63,29,14,131,25,9,152,86,0,0,7,-,-,-,-,-,-,-,-,-,63,88,26,732,51*,12,1101,66,0,1,65,20,9,65,21,6,65,100,0,0,40,77,7562,4254,144,30,3,53,63,62,3231,2951,113,26,5,29,7,7,142,250,8,Mar-38,Mar-38,31,11,18,0,65,65,1310,1809,68,44310,44310,27,8,19
28754,Anshuman Gaekwad,40,70,4,1985,201,30,,,2,10,15,14,1,269,78*,21,509,53,0,1,,,,,,,,,,,206,326,34,12136,225,42,,,34,47,,,,,,,,,,,40,17,334,187,2,94,3,167,15,1,48,39,1,39,5,48,,,,,,,,,,,,,,,,,,,,,
27619,Chetan Chauhan,40,68,2,2084,97,32,,,0,16,7,7,0,153,46,22,301,51,0,0,,,,,,,,,,,179,299,22,11143,207,40,,,21,59,,,,,,,,,,,40,10,174,106,2,53,4,87,7,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
32323,Manoj Prabhakar,39,58,9,1600,120,33,,,1,9,130,98,21,1858,106,24,3083,60,2,11,,,,,,,,,,,154,214,34,7469,229*,41,,,20,30,,,,,,,,,,,39,68,7475,3581,96,37,3,78,130,127,6360,4534,157,29,4,41,,,,,,,,,,,,,,,,,,,,,
30873,Madan Lal,39,62,16,1042,74,23,,,0,5,67,35,14,401,53*,19,645,62,0,1,,,,,,,,,,,232,327,89,10204,223,43,,,22,50,,,,,,,,,,,39,63,5997,2846,71,40,3,84,67,64,3164,2137,73,29,4,43,,,,,,,,,,,,,,,,,,,,,
28813,Karsan Ghavri,39,57,14,913,86,21,,,0,2,19,16,6,114,20,11,194,59,0,0,,,,,,,,,,,159,205,48,4500,102,29,,,1,24,,,,,,,,,,,39,69,7036,3656,109,34,3,65,19,19,1033,708,15,47,4,69,,,,,,,,,,,,,,,,,,,,,
29663,Motganhalli Jaisimha,39,71,4,2056,129,31,,,3,12,,,,,,,,,,,,,,,,,,,,,245,388,27,13516,259,37,,,33,65,,,,,,,,,,,39,51,2097,829,9,92,2,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30934,Sanjay Manjrekar,37,61,6,2043,218,37,5282,39,4,9,74,70,10,1994,105,33,3101,64,1,15,,,,,,,,,,,147,217,31,10252,377,55,,,31,46,,,,,,,,,,,37,3,17,15,0,-,5,-,74,3,8,10,1,10,8,8,,,,,,,,,,,,,,,,,,,,,
36075,Yashpal Sharma,37,59,11,1606,140,33,,,2,9,42,40,9,883,89,28,1401,63,0,4,,,,,,,,,,,160,245,46,8933,201*,45,,,21,46,,,,,,,,,,,37,3,30,17,1,17,3,30,42,8,201,199,1,199,6,201,,,,,,,,,,,,,,,,,,,,,
35933,Ajit Wadekar,37,71,3,2113,143,31,,,1,14,2,2,0,73,67,37,90,81,0,1,,,,,,,,,,,237,360,33,15380,323,47,,,36,84,,,,,,,,,,,37,7,61,55,0,-,5,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
28880,Subhash Gupte,36,42,13,183,21,6,,,0,0,,,,,,,,,,,,,,,,,,,,,115,125,32,761,47,8,,,0,0,,,,,,,,,,,36,61,11284,4403,149,30,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30923,Maninder Singh,35,38,12,99,15,4,,,0,0,59,18,14,49,8*,12,90,54,0,0,,,,,,,,,,,145,140,58,1387,102*,17,,,1,5,,,,,,,,,,,35,52,8218,3288,88,37,2,93,59,57,3133,2066,66,31,4,47,,,,,,,,,,,,,,,,,,,,,
36064,Shivlal Yadav,35,40,12,403,43,14,,,0,0,7,2,2,1,1*,-,16,6,0,0,,,,,,,,,,,112,114,32,1502,97*,18,,,0,2,,,,,,,,,,,35,61,8360,3580,102,35,3,82,7,7,330,228,8,29,4,41,,,,,,,,,,,,,,,,,,,,,
28235,Shikhar Dhawan,34,58,1,2315,190,41,3458,67,7,5,128,127,7,5355,143,45,5709,94,16,27,50,49,3,1310,92,28,1004,130,0,9,121,200,10,8338,224,44,,,24,29,227,225,25,6408,95*,32,5193,123,0,48,34,5,54,18,0,-,2,-,128,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,227,6,48,66,4,44203,44203,17,8,12
422108,KL Rahul,34,56,2,1905,199,35,3282,58,5,11,14,13,3,343,100*,34,424,81,1,2,27,24,4,879,110*,44,589,149,2,5,75,125,5,5675,337,47,10009,57,14,29,94,82,14,2588,110*,38,1858,139,2,18,34,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,-,-,-,-
32345,Venkatesh Prasad,33,47,20,203,30*,8,703,29,0,0,161,63,31,221,19,7,367,60,0,0,,,,,,,,,,,123,142,53,892,37,10,,,0,0,,,,,,,,,,,33,58,7041,3360,96,35,3,73,161,160,8129,6332,196,32,5,41,,,,,,,,,,,,,,,,,,,,,
28107,Dilip Doshi,33,38,10,129,20,5,,,0,0,15,5,2,9,5*,3,20,45,0,0,,,,,,,,,,,238,253,70,1442,44,8,,,0,0,,,,,,,,,,,33,55,9322,3502,114,31,2,82,15,15,792,524,22,24,4,36,,,,,,,,,,,,,,,,,,,,,
33062,Gulabrai Ramchand,33,53,5,1180,109,25,,,2,5,,,,,,,,,,,,,,,,,,,,,145,202,36,6026,230*,36,,,16,28,,,,,,,,,,,33,56,4976,1899,41,46,2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279810,Wriddhiman Saha,32,46,8,1164,117,31,2610,45,3,5,9,5,2,41,16,14,56,73,0,0,,,,,,,,,,,108,167,28,5918,203*,43,12268,48,13,32,186,159,32,3146,129,25,2385,132,2,16,32,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,,,,,,,,,,,,186,-,-,-,-,-,-,-,-,-
29646,Wasim Jaffer,31,58,1,1944,212,34,4045,48,5,11,2,2,0,10,10,5,23,43,0,0,,,,,,,,,,,253,412,38,19147,314*,51,,,57,88,23,23,1,616,95,28,477,129,0,6,31,1,66,18,2,9,2,33,2,-,-,-,-,-,-,-,,,,,,,,,,,,23,-,-,-,-,-,-,-,-,-
27667,Nari Contractor,31,52,1,1611,108,32,,,1,11,,,,,,,,,,,,,,,,,,,,,138,234,18,8611,176,40,,,22,,,,,,,,,,,,31,10,186,80,1,80,3,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32309,Dattu Phadkar,31,45,7,1229,123,32,,,2,8,,,,,,,,,,,,,,,,,,,,,133,178,29,5377,217,36,,,8,29,,,,,,,,,,,31,48,5994,2285,62,37,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29290,Vijay Hazare,30,52,6,2192,164*,48,,,7,9,,,,,,,,,,,,,,,,,,,,,238,367,46,18740,316*,58,,,60,73,,,,,,,,,,,30,43,2840,1220,20,61,3,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33850,Dilip Sardesai,30,55,4,2001,212,39,,,5,9,,,,,,,,,,,,,,,,,,,,,179,271,26,10230,222,42,,,25,56,,,,,,,,,,,30,5,59,45,0,-,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32685,Irfan Pathan,29,40,5,1105,102,32,2076,53,1,6,120,87,21,1544,83,23,1941,80,0,5,24,14,7,172,33*,25,144,119,0,0,122,179,29,4559,121,30,,,3,26,177,139,53,1966,65*,23,1567,125,0,2,29,54,5884,3226,100,32,3,59,120,118,5855,5142,173,30,5,34,24,23,462,618,28,44271,44271,22,8,17,0,177,172,3583,4529,173,44329,44329,26,8,21
32283,Sandeep Patil,29,47,4,1588,174,37,,,4,7,45,42,1,1005,84,25,1223,82,0,9,,,,,,,,,,,130,201,13,8156,210,43,,,20,46,,,,,,,,,,,29,15,645,240,9,27,2,72,45,20,864,589,15,39,4,58,,,,,,,,,,,,,,,,,,,,,
26169,Syed Abid Ali,29,53,3,1018,81,20,,,0,6,5,3,0,93,70,31,132,70,0,1,,,,,,,,,,,212,333,35,8732,173*,29,,,13,41,,,,,,,,,,,29,49,4164,1980,47,42,3,89,5,5,336,187,7,27,3,48,,,,,,,,,,,,,,,,,,,,,
28118,Salim Durani,29,50,2,1202,104,25,,,1,7,,,,,,,,,,,,,,,,,,,,,170,275,19,8545,137*,33,,,14,45,,,,,,,,,,,29,46,6446,2657,75,35,2,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33044,Venkatapathy Raju,28,34,10,240,31,10,,,0,0,53,16,8,32,8,4,67,48,0,0,,,,,,,,,,,177,206,58,1952,54,13,,,0,2,,,,,,,,,,,28,51,7602,2857,93,31,2,82,53,52,2770,2014,63,32,4,44,,,,,,,,,,,,,,,,,,,,,
28045,Ramakant Desai,28,44,13,418,85,13,,,0,1,,,,,,,,,,,,,,,,,,,,,150,179,48,2384,107,18,,,1,9,,,,,,,,,,,28,45,5597,2761,74,37,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34102,Rohit Sharma,27,47,7,1585,177,40,2881,55,3,10,206,200,31,8010,264,47,9107,88,22,41,94,86,14,2331,118,32,1693,138,4,16,87,137,16,6562,309*,54,,,20,30,299,286,45,7795,118,32,5843,133,6,53,27,10,334,202,2,101,4,167,206,38,593,515,8,64,5,74,94,9,68,113,1,44218,44218,113,10,68,0,299,57,628,817,29,44292,44292,28,8,22
26948,Roger Binny,27,41,5,830,83*,23,,,0,5,72,49,10,629,57,16,1046,60,0,1,,,,,,,,,,,136,215,22,6579,211*,34,,,14,33,,,,,,,,,,,27,38,2870,1534,47,33,3,61,72,67,2957,2260,77,29,5,38,,,,,,,,,,,,,,,,,,,,,
34274,Sreesanth,27,40,13,281,35,10,539,52,0,0,53,21,10,44,10*,4,121,36,0,0,10,3,2,20,19*,20,14,143,0,0,73,99,30,661,35,10,1555,43,0,0,60,20,12,73,19*,9,95,77,0,0,27,50,5419,3271,87,38,4,62,53,52,2476,2508,75,33,6,33,10,9,204,288,7,44239,44239,41,8,29,0,60,59,1192,1639,50,44284,44284,33,8,24
34085,Eknath Solkar,27,48,6,1068,102,25,,,1,6,7,6,0,27,13,5,79,34,0,0,,,,,,,,,,,189,270,36,6851,145*,29,,,8,36,,,,,,,,,,,27,44,2265,1070,18,59,3,126,7,6,252,169,4,42,4,63,,,,,,,,,,,,,,,,,,,,,
26184,Ajit Agarkar,26,39,5,571,109*,17,1081,53,1,0,191,113,26,1269,95,15,1574,81,0,3,4,2,0,15,14,8,11,136,0,0,110,139,23,3336,145,29,,,4,16,62,35,15,286,39,14,228,125,0,0,26,46,4857,2745,58,47,3,84,191,188,9484,8021,288,28,5,33,4,3,63,85,3,44237,44237,28,8,21,0,62,60,1172,1608,47,44280,44280,34,8,25
30045,Dinesh Karthik,26,42,1,1025,129,25,2080,49,1,7,91,77,21,1738,79,31,2358,74,0,9,32,26,14,399,48,33,278,144,0,0,163,249,19,9376,213,41,15965,59,27,42,262,232,43,5154,90*,27,3883,133,0,25,26,-,-,-,-,-,-,-,91,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,262,1,12,10,1,44206,44206,10,5,12
34174,Rusi Surti,26,48,4,1263,99,29,,,0,9,,,,,,,,,,,,,,,,,,,,,160,278,17,8066,246*,31,,,6,54,,,,,,,,,,,26,45,3870,1962,42,47,3,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32242,Parthiv Patel,25,38,8,934,71,31,1927,48,0,6,38,34,3,736,95,24,962,77,0,4,2,2,0,36,26,18,32,113,0,0,186,273,26,10772,206,44,,,26,59,187,184,12,3901,82,23,3200,122,0,21,25,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,187,-,-,-,-,-,-,-,-,-
32130,Pragyan Ojha,24,27,17,89,18*,9,492,18,0,0,18,10,8,46,16*,23,112,41,0,0,6,1,1,10,10*,-,6,167,0,0,108,139,45,848,51,9,2861,30,0,1,142,38,20,75,11*,4,108,69,0,0,24,48,7633,3420,113,30,3,68,18,17,876,652,21,31,4,42,6,6,126,132,10,44307,44307,13,6,13,1,142,139,2897,3492,156,44301,44301,22,7,19
26223,Lala Amarnath,24,40,4,878,118,24,,,1,4,,,,,,,,,,,,,,,,,,,,,186,286,34,10426,262,41,,,31,39,,,,,,,,,,,24,35,4241,1481,45,33,2,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33949,Chetan Sharma,23,27,9,396,54,22,,,0,1,65,35,16,456,101*,24,504,90,1,0,,,,,,,,,,,121,145,39,3714,114*,35,,,3,21,,,,,,,,,,,23,39,3470,2163,61,35,4,57,65,63,2835,2336,67,35,5,42,,,,,,,,,,,,,,,,,,,,,
28010,Shiv Sunder Das,23,40,2,1326,110,35,3407,39,2,9,4,4,1,39,30,13,77,51,0,0,,,,,,,,,,,180,298,16,10908,300*,39,,,24,52,3,3,0,28,14,9,36,78,0,0,23,2,66,35,0,-,3,-,4,-,-,-,-,-,-,-,,,,,,,,,,,,3,-,-,-,-,-,-,-,-,-
31107,Amit Mishra,22,32,2,648,84,22,1103,59,0,4,36,11,3,43,14,5,82,52,0,0,10,1,0,0,0,0,0,-,0,0,152,220,28,4176,202*,22,,,1,17,206,92,38,724,49,13,747,97,0,0,22,40,5103,2715,76,36,3,67,36,34,1917,1511,64,24,5,30,10,10,228,240,16,44279,44279,15,6,14,0,206,205,4318,5166,236,44333,44333,22,7,18
30938,Ashok Mankad,22,42,3,991,97,25,,,0,6,1,1,0,44,44,44,61,72,0,0,,,,,,,,,,,218,326,71,12980,265,51,,,31,70,,,,,,,,,,,22,3,41,43,0,-,6,-,1,1,35,47,1,47,8,35,,,,,,,,,,,,,,,,,,,,,
28821,Ghulam Ahmed,22,31,9,192,50,9,,,0,1,,,,,,,,,,,,,,,,,,,,,98,126,30,1379,90,14,,,0,5,,,,,,,,,,,22,36,5650,2052,68,30,2,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326016,Bhuvneshwar Kumar,21,29,4,552,63*,22,1225,45,0,3,105,49,15,523,53*,15,697,75,0,1,37,9,5,23,9,6,29,79,0,0,70,101,11,2433,128,27,5691,43,1,14,149,52,24,241,24*,9,246,98,0,0,21,37,3348,1644,63,26,3,53,105,104,5039,4209,118,36,5,43,37,37,800,930,36,44340,44340,26,7,22,0,149,149,3278,3895,163,44335,44335,24,7,20
27622,Rajesh Chauhan,21,17,3,98,23,7,348,28,0,0,35,18,5,132,32,10,171,77,0,0,,,,,,,,,,,99,131,28,1957,100*,19,,,1,5,,,,,,,,,,,21,34,4749,1857,47,40,2,101,35,34,1634,1216,29,42,4,56,,,,,,,,,,,,,,,,,,,,,
54046,Sudha Shah,21,38,6,601,62*,19,,,0,1,13,12,0,293,53,24,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,842,321,5,64,2,168,13,8,270,156,2,78,3,135,,,,,,,,,,,,,,,,,,,,,
32231,Brijesh Patel,21,38,5,972,115*,29,,,1,5,10,9,1,243,82,30,399,61,0,1,,,,,,,,,,,203,311,50,11911,216,46,,,37,55,,,,,,,,,,,21,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
26179,Hemu Adhikari,21,36,8,872,114*,31,,,1,4,,,,,,,,,,,,,,,,,,,,,152,236,28,8683,230*,42,,,17,45,,,,,,,,,,,21,3,170,82,3,27,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35308,Naren Tamhane,21,27,5,225,54*,10,,,0,1,,,,,,,,,,,,,,,,,,,,,93,96,16,1459,109*,18,,,1,5,,,,,,,,,,,21,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54044,Diana Edulji,20,30,5,404,57*,16,,,0,1,34,30,6,211,25,9,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,35,5098+,1624,63,26,1.85*,83.5*,34,34,1961,775,46,17,2,43,,,,,,,,,,,,,,,,,,,,,
54082,Shubhangi Kulkarni,19,32,2,700,118,23,,,1,2,27,26,0,347,44,13,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,32,3320+,1647,60,27,2.88*,59.2*,27,27,1150,669,38,18,3,30,,,,,,,,,,,,,,,,,,,,,
33066,Sadagoppan Ramesh,19,37,1,1367,143,38,2938,47,2,8,24,24,1,646,82,28,1092,59,0,6,,,,,,,,,,,116,190,12,7696,187,43,,,20,38,,,,,,,,,,,19,3,54,43,0,-,5,-,24,3,36,38,1,38,6,36,,,,,,,,,,,,,,,,,,,,,
33335,Suresh Raina,18,31,2,768,120,26,1445,53,1,7,226,194,35,5615,116*,35,6005,94,5,36,78,66,11,1605,101,29,1190,135,1,5,109,174,11,6871,204*,42,10931,63,14,45,303,287,45,8028,126*,33,5787,139,4,48,18,22,1041,603,13,46,3,80,226,101,2126,1811,36,50,5,59,78,27,349,442,13,44233,44233,34,8,27,0,303,118,1521,1834,53,44312,44312,35,7,29
30178,Budhi Kunderan,18,34,4,981,192,33,,,2,3,,,,,,,,,,,,,,,,,,,,,129,217,20,5708,205,29,,,12,19,,,,,,,,,,,18,1,24,13,0,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31820,Ashish Nehra,17,25,11,77,19,6,256,30,0,0,120,46,21,141,24,6,246,57,0,0,27,5,0,28,22,6,39,72,0,0,90,109,31,756,57,10,,,0,1,132,28,15,69,22*,5,102,68,0,0,17,29,3447,1866,44,42,3,78,120,120,5751,4981,157,32,5,37,27,27,588,758,34,44274,44274,22,8,17,0,132,132,2845,3653,162,44296,44296,23,8,18
30009,Vinod Kambli,17,21,1,1084,227,54,,,4,3,104,97,21,2477,106,33,3443,72,2,14,,,,,,,,,,,129,181,14,9965,262,60,,,35,44,,,,,,,,,,,17,-,-,-,-,-,-,-,104,1,4,7,1,7,11,4,,,,,,,,,,,,,,,,,,,,,
29299,Narendra Hirwani,17,22,12,54,17,5,,,0,0,18,7,3,8,4,2,29,28,0,0,,,,,,,,,,,167,189,75,1179,59,10,,,0,1,,,,,,,,,,,17,28,4298,1987,66,30,3,65,18,18,960,719,23,31,4,42,,,,,,,,,,,,,,,,,,,,,
54274,Shanta Rangaswamy,16,26,3,750,108,33,,,1,6,19,19,0,287,50,15,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25,1555,664,21,32,3,74,19,19,902,353,12,29,2,75,,,,,,,,,,,,,,,,,,,,,
26295,Arun Lal,16,29,1,729,93,26,,,0,6,13,13,0,122,51,9,232,53,0,1,,,,,,,,,,,156,240,18,10421,287,47,,,30,43,,,,,,,,,,,16,3,16,7,0,-,3,-,13,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
29632,Ajay Jadeja,15,24,2,576,96,26,1463,39,0,4,196,179,36,5359,119,37,7677,70,6,30,,,,,,,,,,,111,174,24,8100,264,54,,,20,40,,,,,,,,,,,15,-,-,-,-,-,-,-,196,52,1248,1094,20,55,5,62,,,,,,,,,,,,,,,,,,,,,
29725,Sunil Joshi,15,19,2,352,92,21,834,42,0,1,69,45,11,584,61*,17,653,89,0,1,,,,,,,,,,,160,221,29,5129,118,27,,,4,26,15,9,5,78,32*,20,86,91,0,0,15,26,3451,1470,41,36,3,84,69,67,3386,2509,69,36,4,49,,,,,,,,,,,,15,15,283,338,13,44238,44238,26,7,22
35280,RP Singh,14,19,3,116,30,7,276,42,0,0,58,20,10,104,23,10,242,43,0,0,10,2,2,3,2*,-,3,100,0,0,94,118,27,922,47,10,,,0,0,132,50,25,108,18,4,148,73,0,0,14,25,2534,1682,40,42,4,63,58,57,2565,2343,69,34,5,37,10,9,198,225,15,44299,44299,15,7,13,1,132,131,2903,3638,146,44324,44324,25,8,20
29260,Hanumant Singh,14,24,2,686,105,31,,,1,5,,,,,,,,,,,,,,,,,,,,,207,331,50,12338,213*,44,,,29,63,,,,,,,,,,,14,3,66,51,0,-,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30132,AG Kripal Singh,14,20,5,422,100*,28,,,1,2,,,,,,,,,,,,,,,,,,,,,96,142,21,4939,208,41,,,10,24,,,,,,,,,,,14,15,1518,584,10,58,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34741,Khokhan Sen,14,18,4,165,25,12,,,0,0,,,,,,,,,,,,,,,,,,,,,82,118,7,2580,168,23,,,3,11,,,,,,,,,,,14,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29990,Mohammad Kaif,13,22,3,624,148*,33,1548,40,1,3,125,110,24,2753,111*,32,3822,72,2,17,,,,,,,,,,,186,289,24,10229,202*,39,,,19,59,75,68,11,1237,70,22,1201,103,0,7,13,1,18,4,0,-,1,-,125,-,-,-,-,-,-,-,,,,,,,,,,,,75,-,-,-,-,-,-,-,-,-
32965,Munaf Patel,13,14,6,60,15*,8,142,42,0,0,70,27,16,74,15,7,112,66,0,0,3,1,0,0,0,0,1,0,0,0,69,82,31,761,78,15,1102,69,0,2,97,20,13,46,23*,7,52,88,0,0,13,25,2658,1349,35,39,3,76,70,67,3154,2603,86,30,5,37,3,3,60,86,4,44252,44252,22,9,15,0,97,97,2123,2450,101,44337,44337,24,7,21
26290,Arshad Ayub,13,19,4,257,57,17,800,32,0,1,32,17,7,116,31*,12,162,72,0,0,,,,,,,,,,,98,129,22,3014,206*,28,,,2,16,,,,,,,,,,,13,22,3663,1438,41,35,2,89,32,32,1769,1216,31,39,4,57,,,,,,,,,,,,,,,,,,,,,
53913,Sandhya Agarwal,13,23,1,1110,190,50,,,4,4,21,21,3,567,72,32,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,24,20,1,20,5,24,21,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
54253,Shashi Gupta,13,22,6,452,48*,28,,,0,0,20,19,6,263,50*,20,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,24,1962,782,25,31,2,78,20,19,846,352,15,23,2,56,,,,,,,,,,,,,,,,,,,,,
53910,Anjum Chopra,12,20,2,548,98,30,,,0,4,127,112,21,2856,100,31,,,1,18,18,16,2,241,37*,17,,,0,0,,,,,,,,,,,,,,,,,,,,,12,9,258,88,2,44,2,129,127,24,601,414,9,46,4,67,18,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
54124,Gargi Banerji,12,22,0,614,75,28,,,0,6,26,26,0,409,61,16,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,329,137,8,17,2,41,26,11,291,172,6,29,4,49,,,,,,,,,,,,,,,,,,,,,
27225,Sanjay Bangar,12,18,2,470,100*,29,1447,32,1,3,15,15,2,180,57*,14,239,75,0,1,,,,,,,,,,,165,271,19,8349,212,33,,,13,49,33,28,3,381,67,15,306,125,0,2,12,14,762,343,7,49,3,109,15,14,442,384,7,55,5,63,,,,,,,,,,,,33,30,578,709,31,44332,44332,23,7,19
29721,Nana Joshi,12,20,1,207,52*,11,,,0,1,,,,,,,,,,,,,,,,,,,,,78,111,10,1724,100*,17,,,1,8,,,,,,,,,,,12,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625371,Hardik Pandya,11,18,1,532,108,31,720,74,1,4,45,29,4,731,83,29,627,117,0,4,38,24,6,296,33*,16,192,154,0,0,29,46,1,1351,108,30,2382,57,1,10,117,96,29,1730,86*,26,1308,132,0,6,11,19,937,528,17,31,3,55,45,44,1894,1748,44,40,6,43,38,37,665,922,36,Apr-38,Apr-38,26,8,18,1,117,109,1819,2441,90,Apr-38,Apr-38,27,8,20
26238,Pravin Amre,11,13,3,425,103,43,,,1,3,37,30,5,513,84*,21,799,64,0,2,,,,,,,,,,,86,134,15,5815,246,49,,,17,25,,,,,,,,,,,11,-,-,-,-,-,-,-,37,1,2,4,0,-,12,-,,,,,,,,,,,,,,,,,,,,,
33058,Woorkeri Raman,11,19,1,448,96,25,1183,38,0,4,27,27,1,617,114,24,1109,56,1,3,,,,,,,,,,,132,193,19,7939,313,46,,,19,36,,,,,,,,,,,11,7,348,129,2,65,2,174,27,7,162,170,2,85,6,81,,,,,,,,,,,,,,,,,,,,,
